* c:\users\prana\esim-workspace\cockroft_walton_charge_pump\cockroft_walton_charge_pump.cir
Transient Analysis  Sat Mar 05 17:52:38  2022
--------------------------------------------------------------------------------
Index   time            in              net-_c1-pad1_   net-_c2-pad1_   
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	2.728157e-15	-3.87580e-14	
1	1.000000e-05	3.769911e-03	3.769727e-03	8.550221e-10	
2	2.000000e-05	7.539822e-03	7.539455e-03	1.759118e-09	
3	4.000000e-05	1.507964e-02	1.507891e-02	3.671825e-09	
4	8.000000e-05	3.015926e-02	3.015780e-02	8.131389e-09	
5	1.600000e-04	6.031832e-02	6.031542e-02	2.027473e-08	
6	3.200000e-04	1.206351e-01	1.206294e-01	8.004189e-08	
7	5.383180e-04	2.029314e-01	2.029214e-01	5.993554e-07	
8	7.520314e-04	2.834828e-01	2.834656e-01	4.373363e-06	
9	9.825399e-04	3.703500e-01	3.702979e-01	3.588543e-05	
10	1.223797e-03	4.612468e-01	4.609732e-01	2.548899e-04	
11	1.481358e-03	5.582571e-01	5.569694e-01	1.266770e-03	
12	1.776452e-03	6.693589e-01	6.647518e-01	4.583619e-03	
13	2.164491e-03	8.153651e-01	8.011204e-01	1.421790e-02	
14	2.823752e-03	1.063134e+00	1.016343e+00	4.675777e-02	
15	3.823752e-03	1.438056e+00	1.306803e+00	1.312109e-01	
16	4.823752e-03	1.811559e+00	1.565824e+00	2.456830e-01	
17	5.823752e-03	2.183275e+00	1.806612e+00	3.766007e-01	
18	6.823752e-03	2.552835e+00	2.036538e+00	5.162261e-01	
19	7.823752e-03	2.919877e+00	2.258990e+00	6.608071e-01	
20	8.823752e-03	3.284037e+00	2.475543e+00	8.084054e-01	
21	9.823752e-03	3.644956e+00	2.687027e+00	9.578320e-01	
22	1.082375e-02	4.002277e+00	2.893875e+00	1.108297e+00	
23	1.182375e-02	4.355649e+00	3.096325e+00	1.259213e+00	
24	1.282375e-02	4.704723e+00	3.294497e+00	1.410106e+00	
25	1.382375e-02	5.049153e+00	3.488441e+00	1.560586e+00	
26	1.482375e-02	5.388601e+00	3.678155e+00	1.710313e+00	
27	1.582375e-02	5.722731e+00	3.863599e+00	1.858992e+00	
28	1.682375e-02	6.051213e+00	4.044710e+00	2.006357e+00	
29	1.782375e-02	6.373723e+00	4.221403e+00	2.152168e+00	
30	1.882375e-02	6.689943e+00	4.393582e+00	2.296203e+00	
31	1.982375e-02	6.999561e+00	4.561139e+00	2.438259e+00	
32	2.082375e-02	7.302271e+00	4.723961e+00	2.578142e+00	
33	2.182375e-02	7.597775e+00	4.881928e+00	2.715673e+00	
34	2.282375e-02	7.885781e+00	5.034920e+00	2.850683e+00	
35	2.382375e-02	8.166004e+00	5.182813e+00	2.983008e+00	
36	2.482375e-02	8.438169e+00	5.325484e+00	3.112496e+00	
37	2.582375e-02	8.702006e+00	5.462811e+00	3.239002e+00	
38	2.682375e-02	8.957255e+00	5.594671e+00	3.362388e+00	
39	2.782375e-02	9.203664e+00	5.720941e+00	3.482523e+00	
40	2.882375e-02	9.440991e+00	5.841504e+00	3.599283e+00	
41	2.982375e-02	9.669001e+00	5.956238e+00	3.712554e+00	
42	3.082375e-02	9.887468e+00	6.065029e+00	3.822228e+00	
43	3.182375e-02	1.009618e+01	6.167759e+00	3.928204e+00	
44	3.282375e-02	1.029492e+01	6.264317e+00	4.030388e+00	
45	3.382375e-02	1.048351e+01	6.354597e+00	4.128692e+00	
46	3.482375e-02	1.066175e+01	6.438500e+00	4.223026e+00	
47	3.582375e-02	1.082947e+01	6.515939e+00	4.313303e+00	
48	3.682375e-02	1.098650e+01	6.586840e+00	4.399430e+00	
49	3.782375e-02	1.113269e+01	6.651143e+00	4.481314e+00	
50	3.882375e-02	1.126789e+01	6.708795e+00	4.558862e+00	
51	3.982375e-02	1.139197e+01	6.759747e+00	4.631989e+00	
52	4.082375e-02	1.150481e+01	6.803956e+00	4.700618e+00	
53	4.182375e-02	1.160630e+01	6.841373e+00	4.764685e+00	
54	4.282375e-02	1.169633e+01	6.871952e+00	4.824136e+00	

Index   time            in              net-_c1-pad1_   net-_c2-pad1_   
--------------------------------------------------------------------------------
55	4.382375e-02	1.177482e+01	6.895643e+00	4.878933e+00	
56	4.482375e-02	1.184168e+01	6.912393e+00	4.929050e+00	
57	4.582375e-02	1.189687e+01	6.922147e+00	4.974477e+00	
